DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
27/12/19,3400,,,1058,14:30,Cloudy,14.40,31.20,"Updated 15:39 UTC+1:00",,,,,
26/12/19,500,,,155,12:00,Showers,14.50,22.20,"Updated 14:07 UTC+1:00",,,,,
25/12/19,2000,,,1141,13:30,Showers,15.00,28.50,"Updated 15:48 UTC+1:00",,,,,
24/12/19,300,,,177,13:50,Showers,15.20,22.30,"Updated 14:42 UTC+1:00",,,,,
23/12/19,1500,,,777,15:00,Showers,14.70,26.80,"Updated 15:38 UTC+1:00",,,,,
22/12/19,300,,,154,12:45,Showers,14.80,22.10,"Updated 14:17 UTC+1:00",,,,,
21/12/19,400,,,222,12:05,Showers,15.40,22.90,"Updated 13:52 UTC+1:00",,,,,
20/12/19,300,,,140,11:15,Showers,16.40,22.70,"Updated 15:52 UTC+1:00",,,,,
19/12/19,1600,,,933,14:20,Showers,15.30,27.70,"Updated 15:17 UTC+1:00",,,,,
18/12/19,2100,,,849,14:10,Showers,15.90,27.70,"Updated 15:47 UTC+1:00",,,,,
17/12/19,700,,,1044,14:05,Showers,15.50,25.80,"Updated 15:06 UTC+1:00",,,,,
16/12/19,500,,,168,13:35,Showers,14.20,22.30,"Updated 14:24 UTC+1:00",,,,,
15/12/19,900,,,850,14:20,Showers,14.00,23.90,"Updated 14:44 UTC+1:00",,,,,
14/12/19,800,,,570,12:00,Showers,14.40,23.70,"Updated 14:42 UTC+1:00",,,,,
13/12/19,300,,,95,14:40,Showers,13.90,21.00,"Updated 15:11 UTC+1:00",,,,,
12/12/19,2600,,,1002,14:00,Cloudy,13.40,28.90,"Updated 16:08 UTC+1:00",,,,,
11/12/19,1600,,,919,13:55,Showers,14.00,26.60,"Updated 15:26 UTC+1:00",,,,,
10/12/19,1700,,,790,12:35,Showers,13.90,25.50,"Updated 15:09 UTC+1:00",,,,,
09/12/19,1000,,,687,12:50,Showers,14.20,24.60,"Updated 15:56 UTC+1:00",,,,,
08/12/19,1300,,,986,13:50,Showers,15.40,25.80,"Updated 15:26 UTC+1:00",,,,,
07/12/19,500,,,165,13:20,Showers,14.80,22.70,"Updated 15:29 UTC+1:00",,,,,
06/12/19,0,,,43,11:30,Not Sure,14.60,20.80,"Updated 15:08 UTC+1:00",,,,,
05/12/19,1100,,,440,11:35,Showers,13.90,24.40,"Updated 14:24 UTC+1:00",,,,,
04/12/19,3500,,,1009,14:05,Cloudy,14.50,31.20,"Updated 15:32 UTC+1:00",,,,,
03/12/19,1500,,,1032,13:10,Showers,14.70,27.30,"Updated 14:45 UTC+1:00",,,,,
02/12/19,2500,,,1171,14:15,Cloudy,13.90,29.50,"Updated 15:18 UTC+1:00",,,,,
01/12/19,3000,,,1139,13:25,Cloudy,13.40,28.60,"Updated 15:56 UTC+1:00",,,,,
30/11/19,3400,,,1164,14:20,Cloudy,14.40,31.10,"Updated 15:26 UTC+1:00",,,,,
29/11/19,1900,,,1130,14:30,Showers,15.40,27.20,"Updated 15:44 UTC+1:00",,,,,
28/11/19,1000,,,1302,13:55,Showers,16.00,26.30,"Updated 14:31 UTC+1:00",,,,,
27/11/19,500,,,383,12:35,Showers,15.30,23.00,"Updated 14:50 UTC+1:00",,,,,
26/11/19,500,,,341,13:55,Showers,14.20,23.00,"Updated 15:57 UTC+1:00",,,,,
25/11/19,1500,,,1075,14:15,Showers,13.70,27.10,"Updated 16:22 UTC+1:00",,,,,
24/11/19,2400,,,883,13:20,Cloudy,13.60,26.40,"Updated 15:52 UTC+1:00",,,,,
23/11/19,1100,,,650,11:55,Showers,13.90,23.60,"Updated 14:37 UTC+1:00",,,,,
22/11/19,3700,,,1178,14:00,Cloudy,13.30,30.70,"Updated 15:51 UTC+1:00",,,,,
21/11/19,1100,,,335,12:50,Showers,13.70,23.20,"Updated 15:29 UTC+1:00",,,,,
20/11/19,4400,,,1208,14:10,Cloudy,13.00,31.50,"Updated 16:20 UTC+1:00",,,,,
19/11/19,2300,,,1277,13:20,Cloudy,14.10,29.70,"Updated 14:42 UTC+1:00",,,,,
18/11/19,500,,,154,13:00,Showers,14.10,21.90,"Updated 14:43 UTC+1:00",,,,,
17/11/19,3600,,,1133,14:15,Cloudy,13.90,30.10,"Updated 16:02 UTC+1:00",,,,,
16/11/19,1200,,,252,12:35,Showers,14.00,23.30,"Updated 16:03 UTC+1:00",,,,,
15/11/19,300,,,179,11:25,Showers,14.00,20.80,"Updated 15:13 UTC+1:00",,,,,
14/11/19,1600,,,602,11:25,Showers,13.90,24.10,"Updated 15:31 UTC+1:00",,,,,
13/11/19,2000,,,1430,14:20,Showers,14.80,28.40,"Updated 15:39 UTC+1:00",,,,,
12/11/19,2100,,,1376,13:35,Showers,13.70,27.70,"Updated 15:52 UTC+1:00",,,,,
11/11/19,400,,,163,11:30,Showers,14.20,21.50,"Updated 15:01 UTC+1:00",,,,,
10/11/19,5300,,,1279,14:15,Cloudy,14.00,34.10,"Updated 16:13 UTC+1:00",,,,,
09/11/19,400,,,302,10:05,Showers,15.30,22.70,"Updated 14:23 UTC+1:00",,,,,
08/11/19,5300,,,1348,14:00,Cloudy,15.10,34.20,"Updated 16:12 UTC+1:00",,,,,
07/11/19,700,,,297,14:10,Showers,15.90,24.00,"Updated 14:36 UTC+1:00",,,,,
06/11/19,3600,,,1515,13:55,Cloudy,16.10,33.00,"Updated 16:46 UTC+1:00",,,,,
05/11/19,1400,,,453,11:40,Showers,16.20,26.10,"Updated 15:35 UTC+1:00",,,,,
04/11/19,1500,,,781,15:50,Showers,16.60,26.10,"Updated 16:28 UTC+1:00",,,,,
03/11/19,1600,,,481,12:15,Showers,15.90,26.60,"Updated 15:57 UTC+1:00",,,,,
02/11/19,3400,,,1402,14:40,Cloudy,15.60,32.60,"Updated 16:06 UTC+1:00",,,,,
01/11/19,600,,,160,11:20,Showers,14.70,22.60,"Updated 15:32 UTC+1:00",,,,,
31/10/19,6300,,,1441,14:35,Cloudy,15.70,36.20,"Updated 16:13 UTC+1:00",,,,,
30/10/19,6500,,,1436,14:30,Mostly Cloudy,15.30,36.70,"Updated 16:36 UTC+1:00",,,,,
29/10/19,6700,,,1467,14:25,Mostly Cloudy,16.10,37.70,"Updated 16:39 UTC+1:00",,,,,
28/10/19,4800,,,1734,14:25,Cloudy,16.90,35.20,"Updated 16:32 UTC+1:00",,,,,
27/10/19,5000,,,1776,14:35,Cloudy,17.50,36.00,"Updated 16:40 UTC+1:00",,,,,
26/10/19,2500,,,1563,14:20,Showers,17.60,35.30,"Updated 16:13 UTC+2:00",,,,,
25/10/19,2900,,,1366,13:30,Cloudy,17.80,32.00,"Updated 16:59 UTC+2:00",,,,,
24/10/19,4900,,,1673,15:15,Cloudy,17.00,36.40,"Updated 17:41 UTC+2:00",,,,,
23/10/19,3800,,,1579,15:35,Cloudy,16.70,33.00,"Updated 17:33 UTC+2:00",,,,,
22/10/19,1500,,,773,15:10,Showers,17.00,26.90,"Updated 17:10 UTC+2:00",,,,,
21/10/19,1300,,,1210,14:25,Showers,18.10,29.20,"Updated 15:43 UTC+2:00",,,,,
20/10/19,2800,,,1241,16:50,Cloudy,16.90,32.50,"Updated 17:53 UTC+2:00",,,,,
19/10/19,3700,,,1425,16:00,Cloudy,17.30,32.20,"Updated 17:40 UTC+2:00",,,,,
18/10/19,5000,,,1865,15:25,Cloudy,18.00,36.90,"Updated 18:10 UTC+2:00",,,,,
17/10/19,5000,,,1647,13:55,Cloudy,17.70,37.60,"Updated 17:59 UTC+2:00",,,,,
16/10/19,1300,,,521,12:00,Showers,17.60,27.30,"Updated 16:55 UTC+2:00",,,,,
15/10/19,2100,,,971,14:35,Showers,18.80,29.70,"Updated 17:49 UTC+2:00",,,,,
14/10/19,1700,,,1115,14:55,Showers,17.80,28.90,"Updated 17:44 UTC+2:00",,,,,
13/10/19,2200,,,902,14:20,Showers,17.00,30.70,"Updated 17:52 UTC+2:00",,,,,
12/10/19,1900,,,477,13:30,Showers,17.40,27.70,"Updated 16:59 UTC+2:00",,,,,
11/10/19,700,,,303,12:05,Showers,17.50,25.20,"Updated 15:57 UTC+2:00",,,,,
10/10/19,6200,,,2014,15:55,Cloudy,16.30,37.60,"Updated 18:23 UTC+2:00",,,,,
09/10/19,1000,,,407,11:20,Showers,16.90,25.40,"Updated 17:03 UTC+2:00",,,,,
08/10/19,3100,,,1366,17:35,Cloudy,15.90,29.60,"Updated 18:24 UTC+2:00",,,,,
07/10/19,2600,,,642,12:45,Cloudy,15.90,28.60,"Updated 16:36 UTC+2:00",,,,,
06/10/19,1000,,,254,14:20,Showers,16.20,24.60,"Updated 15:23 UTC+2:00",,,,,
05/10/19,6000,,,1789,16:15,Cloudy,16.10,37.50,"Updated 18:02 UTC+2:00",,,,,
04/10/19,1100,,,492,15:25,Showers,17.60,26.30,"Updated 16:57 UTC+2:00",,,,,
03/10/19,4600,,,1542,13:45,Cloudy,17.90,33.70,"Updated 18:05 UTC+2:00",,,,,
02/10/19,6000,,,1975,16:20,Cloudy,18.60,39.30,"Updated 18:16 UTC+2:00",,,,,
01/10/19,2300,,,1366,15:35,Showers,18.80,32.40,"Updated 16:15 UTC+2:00",,,,,
30/09/19,6300,,,2093,14:55,Cloudy,18.90,39.90,"Updated 18:06 UTC+2:00",,,,,
29/09/19,900,,,400,13:50,Showers,19.50,26.90,"Updated 17:31 UTC+2:00",,,,,
28/09/19,5400,,,2221,14:55,Cloudy,19.10,37.60,"Updated 18:11 UTC+2:00",,,,,
27/09/19,4700,,,2174,14:50,Cloudy,19.80,39.60,"Updated 18:40 UTC+2:00",,,,,
26/09/19,800,,,250,15:40,Showers,20.00,26.90,"Updated 16:56 UTC+2:00",,,,,
25/09/19,3000,,,1033,14:35,Cloudy,20.30,32.80,"Updated 18:07 UTC+2:00",,,,,
24/09/19,1200,,,547,11:20,Showers,21.00,30.40,"Updated 12:18 UTC+2:00",,,,,
23/09/19,6200,,,2021,16:00,Cloudy,21.30,38.90,"Updated 19:04 UTC+2:00",,,,,
22/09/19,6700,,,1892,14:50,Cloudy,19.70,45.10,"Updated 18:28 UTC+2:00",,,,,
21/09/19,10600,,,1804,16:10,Mostly Cloudy,19.50,46.40,"Updated 19:03 UTC+2:00",,,,,
20/09/19,11100,,,1821,16:00,Partly Cloudy,18.70,45.60,"Updated 19:10 UTC+2:00",,,,,
19/09/19,8200,,,2075,14:55,Mostly Cloudy,18.80,44.20,"Updated 18:53 UTC+2:00",,,,,
18/09/19,6300,,,2337,16:20,Cloudy,19.00,41.00,"Updated 19:01 UTC+2:00",,,,,
17/09/19,7500,,,2053,16:10,Mostly Cloudy,19.20,40.30,"Updated 19:06 UTC+2:00",,,,,
16/09/19,3200,,,1227,14:10,Cloudy,20.90,34.00,"Updated 19:33 UTC+2:00",,,,,
15/09/19,6100,,,2231,15:10,Cloudy,20.40,42.30,"Updated 18:45 UTC+2:00",,,,,
14/09/19,10100,,,1867,15:45,Mostly Cloudy,20.80,46.20,"Updated 19:12 UTC+2:00",,,,,
13/09/19,8300,,,2349,16:20,Mostly Cloudy,20.90,47.10,"Updated 19:26 UTC+2:00",,,,,
12/09/19,9900,,,2220,16:35,Mostly Cloudy,19.80,43.50,"Updated 19:18 UTC+2:00",,,,,
11/09/19,1600,,,359,11:50,Showers,19.90,28.60,"Updated 19:03 UTC+2:00",,,,,
10/09/19,8500,,,1978,17:25,Mostly Cloudy,19.70,43.80,"Updated 19:13 UTC+2:00",,,,,
09/09/19,7700,,,2246,15:40,Mostly Cloudy,19.80,44.10,"Updated 18:39 UTC+2:00",,,,,
08/09/19,6300,,,2131,15:05,Cloudy,19.90,42.00,"Updated 19:15 UTC+2:00",,,,,
07/09/19,8900,,,2339,16:10,Mostly Cloudy,20.00,45.30,"Updated 19:30 UTC+2:00",,,,,
06/09/19,4500,,,1632,13:40,Cloudy,20.60,34.20,"Updated 18:56 UTC+2:00",,,,,
05/09/19,9500,,,2348,16:20,Mostly Cloudy,21.30,46.70,"Updated 19:50 UTC+2:00",,,,,
04/09/19,4300,,,2417,17:00,Cloudy,22.20,38.70,"Updated 19:48 UTC+2:00",,,,,
03/09/19,5900,,,2381,16:20,Cloudy,22.80,41.30,"Updated 19:43 UTC+2:00",,,,,
02/09/19,11400,,,2123,16:00,Partly Cloudy,22.60,49.90,"Updated 19:27 UTC+2:00",,,,,
01/09/19,10500,,,2467,16:20,Mostly Cloudy,23.70,48.20,"Updated 19:40 UTC+2:00",,,,,
31/08/19,8100,,,1855,17:00,Mostly Cloudy,23.60,48.60,"Updated 18:34 UTC+2:00",,,,,
30/08/19,11900,,,2062,17:15,Partly Cloudy,23.90,49.30,"Updated 19:37 UTC+2:00",,,,,
29/08/19,10600,,,2202,16:20,Mostly Cloudy,25.60,50.30,"Updated 20:02 UTC+2:00",,,,,
28/08/19,7700,,,1733,16:40,Mostly Cloudy,27.30,47.30,"Updated 19:26 UTC+2:00",,,,,
27/08/19,11000,,,1656,16:15,Partly Cloudy,26.80,54.10,"Updated 19:57 UTC+2:00",,,,,
26/08/19,11600,,,1727,16:10,Partly Cloudy,25.70,53.40,"Updated 19:56 UTC+2:00",,,,,
25/08/19,12800,,,1830,16:40,Partly Cloudy,24.40,53.90,"Updated 20:06 UTC+2:00",,,,,
24/08/19,12900,,,1851,16:35,Partly Cloudy,23.50,52.60,"Updated 20:05 UTC+2:00",,,,,
23/08/19,13100,,,2019,16:45,Partly Cloudy,22.30,50.30,"Updated 20:11 UTC+2:00",,,,,
22/08/19,13800,,,2060,17:10,Fine,21.80,50.80,"Updated 20:12 UTC+2:00",,,,,
21/08/19,9500,,,2171,15:45,Mostly Cloudy,21.40,43.90,"Updated 20:09 UTC+2:00",,,,,
20/08/19,11400,,,2330,16:25,Partly Cloudy,21.80,46.50,"Updated 20:06 UTC+2:00",,,,,
19/08/19,12400,,,2425,16:10,Partly Cloudy,21.90,49.40,"Updated 19:52 UTC+2:00",,,,,
18/08/19,8700,,,2442,16:15,Mostly Cloudy,21.80,47.30,"Updated 20:15 UTC+2:00",,,,,
17/08/19,7100,,,2046,18:20,Mostly Cloudy,22.20,42.10,"Updated 20:29 UTC+2:00",,,,,
16/08/19,6300,,,1997,15:15,Cloudy,21.20,40.20,"Updated 19:48 UTC+2:00",,,,,
15/08/19,6900,,,2389,17:35,Mostly Cloudy,21.50,42.30,"Updated 19:46 UTC+2:00",,,,,
14/08/19,6900,,,2268,15:55,Mostly Cloudy,0.00,43.00,"Updated 20:13 UTC+2:00",,,,,
13/08/19,9600,,,2456,16:15,Mostly Cloudy,22.50,44.50,"Updated 20:32 UTC+2:00",,,,,
12/08/19,6200,,,2424,14:30,Cloudy,23.00,45.80,"Updated 20:07 UTC+2:00",,,,,
11/08/19,6900,,,1667,13:45,Mostly Cloudy,23.50,40.30,"Updated 20:13 UTC+2:00",,,,,
10/08/19,13400,,,2310,16:55,Partly Cloudy,23.70,51.80,"Updated 20:27 UTC+2:00",,,,,
09/08/19,4700,,,1815,18:05,Cloudy,24.60,38.60,"Updated 20:54 UTC+2:00",,,,,
08/08/19,14600,,,2216,16:35,Fine,24.30,53.20,"Updated 20:44 UTC+2:00",,,,,
07/08/19,14600,,,2388,16:55,Fine,24.30,52.30,"Updated 20:58 UTC+2:00",,,,,
06/08/19,13200,,,2325,16:25,Partly Cloudy,24.00,51.90,"Updated 21:03 UTC+2:00",,,,,
05/08/19,10700,,,2312,16:35,Mostly Cloudy,23.70,52.60,"Updated 20:46 UTC+2:00",,,,,
04/08/19,9300,,,2059,14:40,Mostly Cloudy,22.80,45.40,"Updated 20:39 UTC+2:00",,,,,
03/08/19,4800,,,694,12:55,Cloudy,23.20,35.70,"Updated 21:01 UTC+2:00",,,,,
02/08/19,8200,,,2130,16:15,Mostly Cloudy,24.10,45.50,"Updated 20:43 UTC+2:00",,,,,
01/08/19,9300,,,2352,16:35,Mostly Cloudy,24.00,46.10,"Updated 20:03 UTC+2:00",,,,,
31/07/19,6100,,,2129,17:00,Cloudy,26.00,43.50,"Updated 20:29 UTC+2:00",,,,,
30/07/19,10800,,,2226,16:50,Partly Cloudy,26.00,50.90,"Updated 20:28 UTC+2:00",,,,,
29/07/19,14200,,,2225,16:30,Fine,25.80,54.60,"Updated 20:50 UTC+2:00",,,,,
28/07/19,6600,,,2039,14:50,Cloudy,28.00,49.70,"Updated 19:16 UTC+2:00",,,,,
27/07/19,13300,,,2036,16:45,Partly Cloudy,29.60,57.00,"Updated 20:27 UTC+2:00",,,,,
26/07/19,13200,,,1764,16:30,Partly Cloudy,29.90,58.00,"Updated 20:35 UTC+2:00",,,,,
25/07/19,13000,,,1746,16:20,Partly Cloudy,27.90,56.00,"Updated 21:13 UTC+2:00",,,,,
24/07/19,12700,,,1761,17:10,Partly Cloudy,26.70,55.80,"Updated 20:59 UTC+2:00",,,,,
23/07/19,14600,,,1898,16:50,Fine,24.20,55.60,"Updated 21:24 UTC+2:00",,,,,
22/07/19,16000,,,2238,15:15,Fine,23.00,53.70,"Updated 21:03 UTC+2:00",,,,,
21/07/19,15000,,,2274,15:30,Fine,22.80,51.10,"Updated 20:23 UTC+2:00",,,,,
20/07/19,9400,,,2445,17:10,Mostly Cloudy,23.50,48.70,"Updated 20:53 UTC+2:00",,,,,
19/07/19,5600,,,2027,15:30,Cloudy,23.00,41.00,"Updated 20:31 UTC+2:00",,,,,
18/07/19,6200,,,1060,12:15,Cloudy,23.60,39.80,"Updated 20:04 UTC+2:00",,,,,
17/07/19,15000,,,2053,16:00,Fine,21.70,53.00,"Updated 20:33 UTC+2:00",,,,,
16/07/19,10900,,,2495,17:40,Partly Cloudy,21.20,47.30,"Updated 21:10 UTC+2:00",,,,,
15/07/19,5600,,,2291,14:25,Cloudy,21.50,36.90,"Updated 21:08 UTC+2:00",,,,,
14/07/19,8200,,,2471,16:15,Mostly Cloudy,21.20,48.20,"Updated 19:50 UTC+2:00",,,,,
13/07/19,5300,,,1972,17:40,Cloudy,21.90,40.20,"Updated 19:28 UTC+2:00",,,,,
12/07/19,6700,,,2230,17:05,Cloudy,21.90,44.50,"Updated 21:03 UTC+2:00",,,,,
11/07/19,9300,,,2232,16:50,Mostly Cloudy,21.30,45.30,"Updated 21:27 UTC+2:00",,,,,
10/07/19,4400,,,807,14:05,Cloudy,21.90,32.70,"Updated 20:37 UTC+2:00",,,,,
09/07/19,14600,,,2480,17:05,Fine,21.10,49.10,"Updated 21:10 UTC+2:00",,,,,
08/07/19,8400,,,2427,15:05,Mostly Cloudy,21.70,39.80,"Updated 20:52 UTC+2:00",,,,,
07/07/19,12200,,,2549,14:40,Partly Cloudy,21.70,47.00,"Updated 21:36 UTC+2:00",,,,,
06/07/19,4700,,,980,12:00,Cloudy,23.90,37.20,"Updated 21:38 UTC+2:00",,,,,
05/07/19,17300,,,2269,16:15,Fine,23.40,54.40,"Updated 21:18 UTC+2:00",,,,,
04/07/19,13200,,,2157,16:00,Partly Cloudy,22.60,51.80,"Updated 20:40 UTC+2:00",,,,,
03/07/19,12600,,,2457,15:45,Partly Cloudy,23.90,49.40,"Updated 21:29 UTC+2:00",,,,,
02/07/19,16500,,,2418,16:00,Fine,24.10,54.80,"Updated 21:21 UTC+2:00",,,,,
01/07/19,13000,,,2586,17:10,Partly Cloudy,25.20,49.80,"Updated 21:05 UTC+2:00",,,,,
30/06/19,15500,,,2370,15:50,Fine,26.10,54.50,"Updated 21:21 UTC+2:00",,,,,
29/06/19,15900,,,1967,16:30,Fine,23.90,56.60,"Updated 21:22 UTC+2:00",,,,,
28/06/19,17900,,,2083,16:50,Fine,23.50,53.00,"Updated 21:35 UTC+2:00",,,,,
27/06/19,12900,,,2501,15:20,Partly Cloudy,25.00,52.50,"Updated 21:06 UTC+2:00",,,,,
26/06/19,12600,,,2415,17:35,Partly Cloudy,28.30,54.80,"Updated 21:10 UTC+2:00",,,,,
25/06/19,13000,,,1925,16:20,Partly Cloudy,27.70,56.20,"Updated 20:56 UTC+2:00",,,,,
24/06/19,14400,,,1996,16:35,Fine,25.10,55.80,"Updated 21:10 UTC+2:00",,,,,
23/06/19,12700,,,2001,16:35,Partly Cloudy,23.50,54.20,"Updated 20:32 UTC+2:00",,,,,
22/06/19,15600,,,2455,15:40,Fine,22.80,51.60,"Updated 21:24 UTC+2:00",,,,,
21/06/19,17600,,,2452,16:50,Fine,22.30,54.80,"Updated 21:27 UTC+2:00",,,,,
20/06/19,14200,,,2509,15:05,Fine,23.10,52.50,"Updated 21:18 UTC+2:00",,,,,
19/06/19,8700,,,2197,18:15,Mostly Cloudy,24.10,49.20,"Updated 19:29 UTC+2:00",,,,,
18/06/19,12500,,,2199,16:40,Partly Cloudy,22.90,54.90,"Updated 20:29 UTC+2:00",,,,,
17/06/19,13500,,,2496,16:40,Fine,21.40,49.50,"Updated 20:49 UTC+2:00",,,,,
16/06/19,15600,,,2308,16:10,Fine,20.90,52.20,"Updated 21:24 UTC+2:00",,,,,
15/06/19,9800,,,2505,17:30,Mostly Cloudy,21.50,45.80,"Updated 21:30 UTC+2:00",,,,,
14/06/19,13900,,,2433,15:00,Fine,19.80,45.60,"Updated 21:14 UTC+2:00",,,,,
13/06/19,7000,,,2415,17:35,Mostly Cloudy,20.70,38.90,"Updated 20:35 UTC+2:00",,,,,
12/06/19,3800,,,915,20:20,Cloudy,21.60,33.90,"Updated 20:24 UTC+2:00",,,,,
11/06/19,17000,,,2303,16:10,Fine,21.70,51.00,"Updated 21:19 UTC+2:00",,,,,
10/06/19,7500,,,2123,14:45,Mostly Cloudy,21.10,47.90,"Updated 18:37 UTC+2:00",,,,,
09/06/19,10000,,,2243,15:45,Mostly Cloudy,20.30,46.30,"Updated 20:27 UTC+2:00",,,,,
08/06/19,8700,,,2510,17:35,Mostly Cloudy,21.80,40.90,"Updated 20:50 UTC+2:00",,,,,
07/06/19,7700,,,2229,15:05,Mostly Cloudy,21.90,48.70,"Updated 21:03 UTC+2:00",,,,,
06/06/19,16800,,,2460,15:40,Fine,21.70,50.10,"Updated 21:17 UTC+2:00",,,,,
05/06/19,2500,,,560,17:50,Showers,23.40,32.40,"Updated 20:39 UTC+2:00",,,,,
04/06/19,7700,,,1798,13:35,Mostly Cloudy,23.30,44.00,"Updated 20:10 UTC+2:00",,,,,
03/06/19,13800,,,2423,16:35,Fine,23.90,52.60,"Updated 21:30 UTC+2:00",,,,,
02/06/19,13800,,,2237,16:40,Fine,23.50,52.60,"Updated 20:23 UTC+2:00",,,,,
01/06/19,14400,,,2066,16:15,Fine,21.90,53.20,"Updated 21:01 UTC+2:00",,,,,
31/05/19,14100,,,2500,16:25,Fine,21.40,49.50,"Updated 21:13 UTC+2:00",,,,,
30/05/19,12100,,,2407,15:55,Partly Cloudy,21.10,50.60,"Updated 19:53 UTC+2:00",,,,,
29/05/19,11800,,,2477,15:35,Partly Cloudy,20.10,47.50,"Updated 20:01 UTC+2:00",,,,,
28/05/19,13200,,,2509,15:00,Partly Cloudy,20.60,48.00,"Updated 21:09 UTC+2:00",,,,,
27/05/19,12500,,,2485,16:35,Partly Cloudy,20.50,49.60,"Updated 19:37 UTC+2:00",,,,,
26/05/19,8600,,,1766,14:50,Mostly Cloudy,21.20,41.70,"Updated 19:45 UTC+2:00",,,,,
25/05/19,11200,,,2442,16:10,Partly Cloudy,21.60,49.90,"Updated 20:54 UTC+2:00",,,,,
24/05/19,17200,,,2494,17:05,Fine,20.70,53.70,"Updated 20:52 UTC+2:00",,,,,
23/05/19,15500,,,2198,16:35,Fine,19.60,50.20,"Updated 21:29 UTC+2:00",,,,,
22/05/19,14200,,,2503,15:35,Fine,18.30,49.70,"Updated 20:57 UTC+2:00",,,,,
21/05/19,2300,,,585,14:00,Showers,19.80,29.30,"Updated 18:46 UTC+2:00",,,,,
20/05/19,4200,,,909,14:20,Cloudy,20.60,33.30,"Updated 20:15 UTC+2:00",,,,,
19/05/19,10100,,,2349,16:45,Mostly Cloudy,20.50,48.50,"Updated 19:44 UTC+2:00",,,,,
18/05/19,9700,,,2004,14:20,Mostly Cloudy,19.50,45.30,"Updated 20:45 UTC+2:00",,,,,
17/05/19,6800,,,2277,13:45,Mostly Cloudy,19.20,37.80,"Updated 19:42 UTC+2:00",,,,,
16/05/19,11500,,,2572,18:20,Partly Cloudy,19.20,48.70,"Updated 20:39 UTC+2:00",,,,,
15/05/19,14900,,,2161,16:20,Fine,18.90,50.40,"Updated 20:49 UTC+2:00",,,,,
14/05/19,16200,,,2215,15:50,Fine,18.10,48.60,"Updated 21:14 UTC+2:00",,,,,
13/05/19,16700,,,2172,16:45,Fine,17.00,49.20,"Updated 21:12 UTC+2:00",,,,,
12/05/19,12300,,,2507,16:10,Partly Cloudy,17.90,43.90,"Updated 20:40 UTC+2:00",,,,,
11/05/19,15300,,,2423,16:35,Fine,18.20,50.40,"Updated 20:46 UTC+2:00",,,,,
10/05/19,12600,,,2526,16:15,Partly Cloudy,18.30,47.00,"Updated 20:39 UTC+2:00",,,,,
09/05/19,12900,,,2463,15:05,Partly Cloudy,17.00,48.80,"Updated 20:15 UTC+2:00",,,,,
08/05/19,6800,,,2321,18:15,Mostly Cloudy,16.80,38.50,"Updated 21:02 UTC+2:00",,,,,
07/05/19,5200,,,2350,15:40,Cloudy,16.30,39.40,"Updated 15:53 UTC+2:00",,,,,
06/05/19,6000,,,2459,15:50,Cloudy,16.00,34.60,"Updated 20:16 UTC+2:00",,,,,
05/05/19,8800,,,2671,15:15,Mostly Cloudy,16.20,38.00,"Updated 20:16 UTC+2:00",,,,,
04/05/19,11000,,,2504,15:55,Partly Cloudy,16.70,43.20,"Updated 20:34 UTC+2:00",,,,,
